Title,Date
"Riverdale: Temporada 4: Capítulo 60: Tarde de perros","11-10-20"
"Riverdale: Temporada 4: Capítulo 59: El tiempo vuela en Riverdale High","11-10-20"
"Riverdale: Temporada 4: Capítulo 58: In memoriam","11-10-20"
"Emily en París: Temporada 1: Recalculando","11-10-20"
"Emily en París: Temporada 1: La subasta","11-10-20"
"Emily en París: Temporada 1: A la conquista de una familia","11-10-20"
"Emily en París: Temporada 1: Final a la francesa","11-10-20"
"Emily en París: Temporada 1: Ringarde","09-10-20"
"Emily en París: Temporada 1: Falsos amigos","09-10-20"
"Emily en París: Temporada 1: Un beso es solo eso","09-10-20"
"Emily en París: Temporada 1: ¿Sexi o sexista?","09-10-20"
"Emily en París: Temporada 1: Femenina y masculina","08-10-20"
"Emily en París: Temporada 1: Emily en París","08-10-20"
"Anatomía según Grey: Temporada 9: ¿Crees en la magia?","07-10-20"
"Anatomía según Grey: Temporada 9: Monstruo durmiente","07-10-20"
"Anatomía según Grey: Temporada 9: Ella me está matando","07-10-20"
"Anatomía según Grey: Temporada 9: No puedo quitarme esa sensación","07-10-20"
"Anatomía según Grey: Temporada 9: Transplante en el páramo","03-10-20"
"Anatomía según Grey: Temporada 9: Manos despreocupadas","03-10-20"
"Anatomía según Grey: Temporada 9: Por esto luchamos","03-10-20"
"Anatomía según Grey: Temporada 9: Negocio difícil","03-10-20"
"Anatomía según Grey: Temporada 9: La cara del cambio","02-10-20"
"Cada día","02-10-20"
"Anatomía según Grey: Temporada 9: A sangre y fuego","02-10-20"
"Anatomía según Grey: Temporada 9: Caminando en un sueño","01-10-20"
"Anatomía según Grey: Temporada 9: El final es el principio del fin","30-09-20"
"Anatomía según Grey: Temporada 9: Las cosas que dijimos hoy","30-09-20"
"Anatomía según Grey: Temporada 9: Corre, nena, corre","26-09-20"
"Anatomía según Grey: Temporada 9: El amor te revoluciona","26-09-20"
"Anatomía según Grey: Temporada 9: Fui hecho para amarte","25-09-20"
"Anatomía según Grey: Temporada 9: Segunda opinión","25-09-20"
"Anatomía según Grey: Temporada 9: Bella fatalidad","25-09-20"
"Anatomía según Grey: Temporada 9: La vi parada ahí","23-09-20"
"Anatomía según Grey: Temporada 9: Ama a la persona con la que estés","23-09-20"
"Anatomía según Grey: Temporada 9: Recuerda aquellos tiempos","23-09-20"
"Anatomía según Grey: Temporada 9: Me voy, me voy, me fui","23-09-20"
"Anatomía según Grey: Temporada 8: Vuelo","22-09-20"
"El dilema de las redes sociales","22-09-20"
"Anatomía según Grey: Temporada 8: Migración","22-09-20"
"Anatomía según Grey: Temporada 8: Que suceda lo malo","21-09-20"
"Anatomía según Grey: Temporada 8: El momento de la verdad","21-09-20"
"Anatomía según Grey: Temporada 8: La chica sin nombre","21-09-20"
"Baby: Temporada 3: Más allá del acuario","21-09-20"
"Baby: Temporada 3: 100 días","21-09-20"
"Baby: Temporada 3: No más secretos","20-09-20"
"Baby: Temporada 3: Pide un deseo","20-09-20"
"Baby: Temporada 3: 26 de abril de 1915","20-09-20"
"El diablo a todas horas","20-09-20"
"Baby: Temporada 3: Día de San Valentín","18-09-20"
"Un amor muy conveniente","15-09-20"
"Chicken Little","14-09-20"
"Anatomía según Grey: Temporada 8: Sistema de apoyo","12-09-20"
"Anatomía según Grey: Temporada 8: El león duerme esta noche","11-09-20"
"Anatomía según Grey: Temporada 8: Un paso demasiado lejos","11-09-20"
"Anatomía según Grey: Temporada 8: Si te sintieras solo","11-09-20"
"Anatomía según Grey: Temporada 8: ¿Me has visto últimamente?","11-09-20"
"La teoría del todo","10-09-20"
"Anatomía según Grey: Temporada 8: Lo que necesitas es amor","10-09-20"
"Anatomía según Grey: Temporada 8: Lo que habría sido","09-09-20"
"Anatomía según Grey: Temporada 8: Esperanza para quienes no la tienen","09-09-20"
"Anatomía según Grey: Temporada 8: Este momento mágico","09-09-20"
"Anatomía según Grey: Temporada 8: De repente","09-09-20"
"Anatomía según Grey: Temporada 8: Una noche oscura","09-09-20"
"Anatomía según Grey: Temporada 8: La caja en forma de corazón","09-09-20"
"Anatomía según Grey: Temporada 8: Llámame, entrenador","08-09-20"
"Anatomía según Grey: Temporada 8: Sin expresión","08-09-20"
"Anatomía según Grey: Temporada 8: Pérdida, amor y legado","08-09-20"
"Anatomía según Grey: Temporada 8: ¿Qué pasa con los hombres?","08-09-20"
"La chica de mis sueños","08-09-20"
"Work it: Al ritmo de los sueños","08-09-20"
"Anatomía según Grey: Temporada 8: Hazte cargo","07-09-20"
"Anatomía según Grey: Temporada 8: Ella se ha ido","07-09-20"
"Anatomía según Grey: Temporada 8: Caída libre","07-09-20"
"Anatomía según Grey: Temporada 7: Menor sin acompañante","07-09-20"
"Anatomía según Grey: Temporada 7: Sobreviviré","01-09-20"
"Status Update: Actualiza tu universo","01-09-20"
"Anatomía según Grey: Temporada 7: Boda blanca","22-08-20"
"Anatomía según Grey: Temporada 7: El largo camino de regreso","22-08-20"
"Bajo sospecha: Temporada 2: La Confesión","22-08-20"
"Bajo sospecha: Temporada 2: El Jardín","22-08-20"
"Bajo sospecha: Temporada 2: Catherine","22-08-20"
"Bajo sospecha: Temporada 2: Rafi","22-08-20"
"Bajo sospecha: Temporada 2: La Cartera","22-08-20"
"Bajo sospecha: Temporada 2: El Horno","22-08-20"
"Bajo sospecha: Temporada 2: El Telefono","22-08-20"
"Bajo sospecha: Episodio 1","22-08-20"
"Anatomía según Grey: Temporada 7: La canción debajo de la canción","22-08-20"
"Anatomía según Grey: Temporada 7: Así es como lo hacemos","21-08-20"
"Bajo sospecha: Temporada 2: Sara","21-08-20"
"Bajo sospecha: Temporada 2: El Oso","21-08-20"
"Anatomía según Grey: Temporada 7: No responsable","20-08-20"
"Anatomía según Grey: Temporada 7: La hora dorada","20-08-20"
"Bajo sospecha: Temporada 2: La Llave","20-08-20"
"Anatomía según Grey: Temporada 7: Joven y bonita","20-08-20"
"Anatomía según Grey: Temporada 7: No me engañes (Por favor no te vayas)","20-08-20"
"Anatomía según Grey: Temporada 7: El inicio","19-08-20"
"Anatomía según Grey: Temporada 7: Desarme","19-08-20"
"Anatomía según Grey: Temporada 7: A la deriva y en paz","19-08-20"
"Anatomía según Grey: Temporada 7: Adiós, noche tranquila","18-08-20"
"Anatomía según Grey: Temporada 7: Algo tiene que suceder","18-08-20"
"Anatomía según Grey: Temporada 7: Lo estoy intentando","18-08-20"
"Anatomía según Grey: Temporada 7: Estos brazos míos","15-08-20"
"Anatomía según Grey: Temporada 7: Casi maduros","13-08-20"
"Anatomía según Grey: Temporada 7: El triunfo de la biología","13-08-20"
"Anatomía según Grey: Temporada 7: Superraro","12-08-20"
"Anatomía según Grey: Temporada 7: Choque al sistema","12-08-20"
"Anatomía según Grey: Temporada 7: Contigo vuelvo a nacer","12-08-20"
"Misterios sin resolver: Volumen 1: La casa del terror","12-08-20"
"Misterios sin resolver: Volumen 1: Trece minutos","12-08-20"
"Anatomía según Grey: Temporada 6: La muerte y todos sus amigos","11-08-20"
"Anne with an E: Temporada 1: Un escondido e innato tesoro","10-08-20"
"Anne with an E: Temporada 1: ¿Qué hay tan terco como la juventud?","10-08-20"
"Anne with an E: Temporada 1: No soy un ave","10-08-20"
"Anne with an E: Temporada 1: Su voluntad va a decidir su destino","10-08-20"
"Anatomía según Grey: Temporada 6: Santuario","10-08-20"
"Anatomía según Grey: Temporada 6: Personas felices","10-08-20"
"Anatomía según Grey: Temporada 6: ¡Qué insensible!","09-08-20"
"Anatomía según Grey: Temporada 6: El anzuelo","09-08-20"
"Anatomía según Grey: Temporada 6: Simpatía por los Padres","08-08-20"
"Anatomía según Grey: Temporada 6: El suicidio es indoloro","08-08-20"
"El origen","08-08-20"
"Hotel Transylvania","08-08-20"
"Riverdale: Temporada 1: Capítulo 5: El corazón de las tinieblas","07-08-20"
"Riverdale: Temporada 1: Capítulo 4: La última película","07-08-20"
"Control Z: Temporada 1: La chica del cumpleaños","07-08-20"
"Anatomía según Grey: Temporada 6: Presión","06-08-20"
"Anatomía según Grey: Temporada 6: El accidente perfecto","06-08-20"
"Anatomía según Grey: Temporada 6: Viaje en el tiempo","06-08-20"
"The Umbrella Academy: Temporada 2: El fin de algo","06-08-20"
"The Umbrella Academy: Temporada 2: Orden 743","06-08-20"
"The Umbrella Academy: Temporada 2: Las siete etapas","06-08-20"
"El stand de los besos 2","05-08-20"
"Vikingos: Temporada 5: El rey pescador","05-08-20"
"The Umbrella Academy: Temporada 2: Ojo por ojo","05-08-20"
"The Umbrella Academy: Temporada 2: Una cena tranquila","05-08-20"
"The Umbrella Academy: Temporada 2: Reunión de emergencia","04-08-20"
"The Umbrella Academy: Temporada 2: Los Doce majestuosos","04-08-20"
"The Umbrella Academy: Temporada 2: Los suecos","04-08-20"
"The Umbrella Academy: Temporada 2: El video de Frankel","04-08-20"
"White Girl","04-08-20"
"The Umbrella Academy: Temporada 2: Volver a empezar","04-08-20"
"The Umbrella Academy: Temporada 1: Solo nos vemos en los casamientos o velorios","04-08-20"
"Anatomía según Grey: Temporada 6: La masacre del día de San Valentín","03-08-20"
"Anatomía según Grey: Temporada 6: Estado de amor y confianza","03-08-20"
"Anatomía según Grey: Temporada 6: Me gustas más cuando estás desnudo","03-08-20"
"Anatomía según Grey: Temporada 6: Parpadeo","02-08-20"
"Anatomía según Grey: Temporada 6: Temporada de fiestas","02-08-20"
"La estafa maestra","02-08-20"
"The Umbrella Academy: Temporada 1: Hombre en la luna","02-08-20"
"Sex Education: Temporada 1: Episodio 3","02-08-20"
"Sex Education: Temporada 1: Episodio 2","02-08-20"
"Sex Education: Temporada 1: Episodio 1","01-08-20"
"Sex Education: Temporada 2: Episodio 7","01-08-20"
"El stand de los besos","01-08-20"
"La lista de al carajo","01-08-20"
"Anatomía según Grey: Temporada 6: Nueva historia","29-07-20"
"Truman Show: Historia de una vida","29-07-20"
"Mujer Maravilla","29-07-20"
"Anatomía según Grey: Temporada 6: Invierte en amor","29-07-20"
"Anatomía según Grey: Temporada 6: Dale oportunidad a la paz","28-07-20"
"Anatomía según Grey: Temporada 6: Yo vi lo que vi","28-07-20"
"Anatomía según Grey: Temporada 6: Invasión","28-07-20"
"Anatomía según Grey: Temporada 6: Obligación condicionada","28-07-20"
"Anatomía según Grey: Temporada 6: (Siempre siento que) alguien me observa","27-07-20"
"Anatomía según Grey: Temporada 6: Adiós","27-07-20"
"Anatomía según Grey: Temporada 6: Duelo","27-07-20"
"Anatomía según Grey: Temporada 5: Ahora o nunca","27-07-20"
"Anatomía según Grey: Temporada 5: Brindemos por el futuro","27-07-20"
"Anatomía según Grey: Temporada 5: Un día marca una diferencia","27-07-20"
"Anatomía según Grey: Temporada 5: Es difícil ofrecer disculpas","27-07-20"
"Anatomía según Grey: Temporada 5: Dulce rendición","25-07-20"
"Anatomía según Grey: Temporada 5: Carta de amor en el ascensor","25-07-20"
"Anatomía según Grey: Temporada 5: Quédate a mi lado","24-07-20"
"Anatomía según Grey: Temporada 5: Te seguiré hacia la oscuridad","24-07-20"
"Anatomía según Grey: Temporada 5: Un error honesto","24-07-20"
"Anatomía según Grey: Temporada 5: Antes y después","24-07-20"
"Anatomía según Grey: Temporada 5: Los latidos de tu corazón","24-07-20"
"Anatomía según Grey: Temporada 5: Escalera al cielo","23-07-20"
"Anatomía según Grey: Temporada 5: Simpatía por el diablo","23-07-20"
"Anatomía según Grey: Temporada 5: Desearía que estuvieras aquí","23-07-20"
"Maldita: Maldita","23-07-20"
"Anatomía según Grey: Temporada 5: Por mi cuenta","23-07-20"
"Anatomía según Grey: Temporada 5: A la media noche","23-07-20"
"Anatomía según Grey: Temporada 5: Lazos que atan","22-07-20"
"Anatomía según Grey: Temporada 5: Levántate","22-07-20"
"Anatomía según Grey: Temporada 5: La vida en tiempos de guerra","21-07-20"
"Anatomía según Grey: Temporada 5: Trabajo de equipo","21-07-20"
"Anatomía según Grey: Temporada 5: Un mundo feliz","20-07-20"
"Anatomía según Grey: Temporada 5: La inundación","20-07-20"
"Si supieras","20-07-20"
"Anatomía según Grey: Temporada 5: Sueña conmigo (Parte 2)","19-07-20"
"Anatomía según Grey: Temporada 5: Sueña conmigo (Parte 1)","19-07-20"
"Maldita: Nimue","19-07-20"
"Anatomía según Grey: Temporada 4: Libertad: Parte 2","17-07-20"
"Anatomía según Grey: Temporada 4: Libertad: Parte 1","17-07-20"
"Friends: Temporada 7: Chandler odia a los perros","16-07-20"
"Friends: Temporada 7: El libro de la biblioteca","16-07-20"
"Friends: Temporada 7: Compañeros de siesta","16-07-20"
"Friends: Temporada 7: El fotogénico Chandler","16-07-20"
"Anatomía según Grey: Temporada 4: Volviéndose loco","16-07-20"
"Anatomía según Grey: Temporada 4: Lo apropiado","16-07-20"
"Anatomía según Grey: Temporada 4: Una parte de mi corazón","16-07-20"
"Festival de la Canción de Eurovisión: La historia de Fire Saga","16-07-20"
"Siente el ritmo","16-07-20"
"Anatomía según Grey: Temporada 4: Bestias salvajes","15-07-20"
"Anatomía según Grey: Temporada 4: Pon tus manos sobre mí","15-07-20"
"Anatomía según Grey: Temporada 4: Estréllate en mí: Parte 2","15-07-20"
"Anatomía según Grey: Temporada 4: Estréllate en mí: Parte 1","15-07-20"
"Anatomía según Grey: Temporada 4: Por siempre jóvenes","15-07-20"
"Anatomía según Grey: Temporada 4: Atracción física... Reacción química","15-07-20"
"Anatomía según Grey: Temporada 4: Pelea de kung-fu","14-07-20"
"Anatomía según Grey: Temporada 4: Te obsesiona cada día","13-07-20"
"Dark: Temporada 3: El paraíso","07-07-20"
"Dark: Temporada 3: Entre tiempos","07-07-20"
"Anatomía según Grey: Temporada 4: De todo corazón","06-07-20"
"Anatomía según Grey: Temporada 4: Que la verdad duela","06-07-20"
"Dark: Temporada 3: Luces y sombras","05-07-20"
"Dark: Temporada 3: Vida y muerte","05-07-20"
"Anatomía según Grey: Temporada 4: Amor / adicción","05-07-20"
"Dark: Temporada 3: El origen","04-07-20"
"Dark: Temporada 3: Adán y Eva","03-07-20"
"Dark: Temporada 3: Los sobrevivientes","03-07-20"
"Dark: Temporada 3: Déjà vu","03-07-20"
"Dark: Temporada 2: Principios y finales","03-07-20"
"Los juegos del Hambre: Sinsajo (Parte 2)","03-07-20"
"Anatomía según Grey: Temporada 4: Un cambio está por llegar","02-07-20"
"Dark: Temporada 1: Alfa y omega","02-07-20"
"Dark: Temporada 1: Todo es ahora","02-07-20"
"Dark: Temporada 1: Cosechas lo que siembras","02-07-20"
"Anatomía según Grey: Temporada 3: Casi lo teníamos todo","02-07-20"
"Anatomía según Grey: Temporada 3: Probando uno, dos, tres","02-07-20"
"Los juegos del Hambre: Sinsajo (Parte 1)","01-07-20"
"Los juegos del hambre: En llamas","30-06-20"
"Dark: Temporada 1: Encrucijadas","30-06-20"
"Dark: Temporada 1: Sic mundus creatus est","30-06-20"
"Anatomía según Grey: Temporada 3: El otro lado de esta vida: Parte 2","30-06-20"
"Anatomía según Grey: Temporada 3: El otro lado de esta vida: Parte 1","30-06-20"
"Anatomía según Grey: Temporada 3: Deseo","30-06-20"
"Dark: Temporada 1: Verdades","30-06-20"
"Dark: Temporada 1: Dobles vidas","30-06-20"
"Dark: Temporada 1: Pasado y presente","30-06-20"
"Dark: Temporada 1: Mentiras","30-06-20"
"Anatomía según Grey: Temporada 3: Una y otra vez","30-06-20"
"Anatomía según Grey: Temporada 3: Mi error favorito","30-06-20"
"Anatomía según Grey: Temporada 3: Cicatrices y recuerdos","29-06-20"
"Anatomía según Grey: Temporada 3: Una especie de milagro","29-06-20"
"Anatomía según Grey: Temporada 3: Ahogándose en tierra seca","29-06-20"
"Anatomía según Grey: Temporada 3: Camina sobre el agua","29-06-20"
"Anatomía según Grey: Temporada 3: Deseos y esperanzas","28-06-20"
"Anatomía según Grey: Temporada 3: Grandes expectativas","24-06-20"
"Anatomía según Grey: Temporada 3: Seis días: Parte 2","23-06-20"
"Anatomía según Grey: Temporada 3: Seis días: Parte 1","23-06-20"
"Anatomía según Grey: Temporada 3: No tan cerca de mí","23-06-20"
"Anatomía según Grey: Temporada 3: De un susurro a un grito","23-06-20"
"Anatomía según Grey: Temporada 3: Mirando al sol","23-06-20"
"Anatomía según Grey: Temporada 3: Donde están los muchachos","22-06-20"
"Anatomía según Grey: Temporada 3: Un compromiso de vida","22-06-20"
"Anatomía según Grey: Temporada 3: Oh, la culpa","22-06-20"
"Anatomía según Grey: Temporada 3: Lo que soy","22-06-20"
"Anatomía según Grey: Temporada 3: A veces una fantasía","21-06-20"
"Anatomía según Grey: Temporada 3: Soy un árbol","21-06-20"
"Anatomía según Grey: Temporada 3: Llegó el momento","21-06-20"
"Anatomía según Grey: Temporada 2: Perdiendo mi religión","20-06-20"
"Anatomía según Grey: Temporada 2: Pelear o huir","20-06-20"
"Anatomía según Grey: Temporada 2: 19 segundos","20-06-20"
"Anatomía según Grey: Temporada 2: El daño","20-06-20"
"Anatomía según Grey: Temporada 2: Blues por la hermana","19-06-20"
"Anatomía según Grey: Temporada 2: El nombre del juego","19-06-20"
"Anatomía según Grey: Temporada 2: Superstición","19-06-20"
"Anatomía según Grey: Temporada 2: Una bandita cubre el orificio de bala","19-06-20"
"Anatomía según Grey: Temporada 2: ¿Qué hice para merecer esto?","19-06-20"
"Anatomía según Grey: Temporada 2: Ayer","19-06-20"
"Anatomía según Grey: Temporada 2: Lo que sabemos","18-06-20"
"Anatomía según Grey: Temporada 2: Es el fin del mundo","18-06-20"
"Anatomía según Grey: Temporada 2: Cruzando la línea","18-06-20"
"Anatomía según Grey: Temporada 2: Cuéntame mentiritas","18-06-20"
"Anatomía según Grey: Temporada 2: Volver a empezar","18-06-20"
"Anatomía según Grey: Temporada 2: La abuela fue atropellada por un reno","18-06-20"
"Anatomía según Grey: Temporada 2: Dueño de un corazón solitario","16-06-20"
"Anatomía según Grey: Temporada 2: Demasiado","15-06-20"
"Anatomía según Grey: Temporada 2: Gracias por los recuerdos","15-06-20"
"Anatomía según Grey: Temporada 2: Déjalo ser","15-06-20"
"Anatomía según Grey: Temporada 2: Algo de qué hablar","15-06-20"
"Anatomía según Grey: Temporada 2: Hacia ti como un tren","15-06-20"
"Anatomía según Grey: Temporada 2: Abran paso al dolor","15-06-20"
"Anatomía según Grey: Temporada 2: Niégalo, niégalo, niégalo","15-06-20"
"Anatomía según Grey: Temporada 2: Hazme perder el control","14-06-20"
"13 Reasons Why: Temporada 4: Adiós","14-06-20"
"13 Reasons Why: Temporada 4: Baile de graduación","14-06-20"
"13 Reasons Why: Temporada 4: Aceptación o rechazo","13-06-20"
